# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-01-27 13:01:21 -05:00	(nadww02)
#
# Data-value grade codes included in this output:
#    0    Undefined
#    91    IV verification DV <= 1 percent diff
#    92    IV verification DV <= 5 percent diff
#    93    IV verification DV <= 10 percent diff
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08012300 BYU QUEUE DE TORTUE @ RICEVILLE, LA
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 08012300
#    TS_ID       Parameter Description
#    221893      00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	221893_00060	221893_00060_cd
USGS	08012300	1999-04-01 07:30	CST	206	A:[92]
USGS	08012300	1999-04-01 07:45	CST	205	A:[92]
USGS	08012300	1999-04-01 08:00	CST	222	A:[92]
USGS	08012300	1999-04-01 08:15	CST	205	A:[92]
USGS	08012300	1999-04-01 08:30	CST	189	A:[92]
USGS	08012300	1999-04-01 08:45	CST	222	A:[92]
USGS	08012300	1999-04-01 09:00	CST	222	A:[92]
USGS	08012300	1999-04-01 09:15	CST	205	A:[92]
USGS	08012300	1999-04-01 09:30	CST	205	A:[92]
USGS	08012300	1999-04-01 09:45	CST	222	A:[92]
USGS	08012300	1999-04-01 10:00	CST	205	A:[92]
USGS	08012300	1999-04-01 10:15	CST	222	A:[92]
USGS	08012300	1999-04-01 10:30	CST	222	A:[92]
USGS	08012300	1999-04-01 10:45	CST	205	A:[92]
USGS	08012300	1999-04-01 11:00	CST	205	A:[92]
USGS	08012300	1999-04-01 11:15	CST	222	A:[92]
USGS	08012300	1999-04-01 11:30	CST	189	A:[92]
USGS	08012300	1999-04-01 11:45	CST	205	A:[92]
USGS	08012300	1999-04-01 12:00	CST	222	A:[92]
USGS	08012300	1999-04-01 12:15	CST	189	A:[92]
USGS	08012300	1999-04-01 12:30	CST	238	A:[92]
USGS	08012300	1999-04-01 12:45	CST	222	A:[92]
USGS	08012300	1999-04-01 13:00	CST	222	A:[92]
USGS	08012300	1999-04-01 13:15	CST	222	A:[92]
USGS	08012300	1999-04-01 13:30	CST	205	A:[92]
USGS	08012300	1999-04-01 13:45	CST	238	A:[92]
USGS	08012300	1999-04-01 14:00	CST	205	A:[92]
USGS	08012300	1999-04-01 14:15	CST	221	A:[92]
USGS	08012300	1999-04-01 14:30	CST	205	A:[92]
USGS	08012300	1999-04-01 14:45	CST	205	A:[92]
USGS	08012300	1999-04-01 15:00	CST	221	A:[92]
USGS	08012300	1999-04-01 15:15	CST	205	A:[92]
USGS	08012300	1999-04-01 15:30	CST	205	A:[92]
USGS	08012300	1999-04-01 15:45	CST	220	A:[92]
USGS	08012300	1999-04-01 16:00	CST	188	A:[92]
USGS	08012300	1999-04-01 16:15	CST	188	A:[92]
USGS	08012300	1999-04-01 16:30	CST	220	A:[92]
USGS	08012300	1999-04-01 16:45	CST	204	A:[92]
USGS	08012300	1999-04-01 17:00	CST	204	A:[92]
USGS	08012300	1999-04-01 17:15	CST	220	A:[92]
USGS	08012300	1999-04-01 17:30	CST	220	A:[92]
USGS	08012300	1999-04-01 17:45	CST	204	A:[92]
USGS	08012300	1999-04-01 18:00	CST	188	A:[92]
USGS	08012300	1999-04-01 18:15	CST	188	A:[92]
USGS	08012300	1999-04-01 18:30	CST	171	A:[92]
USGS	08012300	1999-04-01 18:45	CST	220	A:[92]
USGS	08012300	1999-04-01 19:00	CST	187	A:[92]
USGS	08012300	1999-04-01 19:15	CST	171	A:[92]
USGS	08012300	1999-04-01 19:30	CST	203	A:[92]
USGS	08012300	1999-04-01 19:45	CST	171	A:[92]
USGS	08012300	1999-04-01 20:00	CST	187	A:[92]
USGS	08012300	1999-04-01 20:15	CST	187	A:[92]
USGS	08012300	1999-04-01 20:30	CST	187	A:[92]
USGS	08012300	1999-04-01 20:45	CST	171	A:[92]
USGS	08012300	1999-04-01 21:00	CST	187	A:[92]
USGS	08012300	1999-04-01 21:15	CST	187	A:[92]
USGS	08012300	1999-04-01 21:30	CST	171	A:[92]
USGS	08012300	1999-04-01 21:45	CST	171	A:[92]
USGS	08012300	1999-04-01 22:00	CST	171	A:[92]
USGS	08012300	1999-04-01 22:15	CST	155	A:[92]
USGS	08012300	1999-04-01 22:30	CST	187	A:[92]
USGS	08012300	1999-04-01 22:45	CST	187	A:[92]
USGS	08012300	1999-04-01 23:00	CST	187	A:[92]
USGS	08012300	1999-04-01 23:15	CST	171	A:[92]
USGS	08012300	1999-04-01 23:30	CST	171	A:[92]
USGS	08012300	1999-04-01 23:45	CST	171	A:[92]
USGS	08012300	1999-04-02 00:00	CST	171	A:[93]
USGS	08012300	1999-04-02 00:15	CST	187	A:[93]
USGS	08012300	1999-04-02 00:30	CST	171	A:[93]
USGS	08012300	1999-04-02 00:45	CST	171	A:[93]
USGS	08012300	1999-04-02 01:00	CST	171	A:[93]
USGS	08012300	1999-04-02 01:15	CST	187	A:[93]
USGS	08012300	1999-04-02 01:30	CST	171	A:[93]
USGS	08012300	1999-04-02 01:45	CST	171	A:[93]
USGS	08012300	1999-04-02 02:00	CST	155	A:[93]
USGS	08012300	1999-04-02 02:15	CST	187	A:[93]
USGS	08012300	1999-04-02 02:30	CST	203	A:[93]
USGS	08012300	1999-04-02 02:45	CST	186	A:[93]
USGS	08012300	1999-04-02 03:00	CST	186	A:[93]
USGS	08012300	1999-04-02 03:15	CST	170	A:[93]
USGS	08012300	1999-04-02 03:30	CST	170	A:[93]
USGS	08012300	1999-04-02 03:45	CST	170	A:[93]
USGS	08012300	1999-04-02 04:00	CST	170	A:[93]
USGS	08012300	1999-04-02 04:15	CST	154	A:[93]
USGS	08012300	1999-04-02 04:30	CST	154	A:[93]
USGS	08012300	1999-04-02 04:45	CST	154	A:[93]
USGS	08012300	1999-04-02 05:00	CST	170	A:[93]
USGS	08012300	1999-04-02 05:15	CST	170	A:[93]
USGS	08012300	1999-04-02 05:30	CST	170	A:[93]
USGS	08012300	1999-04-02 05:45	CST	170	A:[93]
USGS	08012300	1999-04-02 06:00	CST	154	A:[93]
USGS	08012300	1999-04-02 06:15	CST	170	A:[93]
USGS	08012300	1999-04-02 06:30	CST	186	A:[93]
USGS	08012300	1999-04-02 06:45	CST	186	A:[93]
USGS	08012300	1999-04-02 07:00	CST	153	A:[93]
USGS	08012300	1999-04-02 07:15	CST	170	A:[93]
USGS	08012300	1999-04-02 07:30	CST	153	A:[93]
USGS	08012300	1999-04-02 07:45	CST	170	A:[93]
USGS	08012300	1999-04-02 08:00	CST	170	A:[93]
USGS	08012300	1999-04-02 08:15	CST	170	A:[93]
USGS	08012300	1999-04-02 08:30	CST	170	A:[93]
USGS	08012300	1999-04-02 08:45	CST	153	A:[93]
USGS	08012300	1999-04-02 09:00	CST	169	A:[93]
USGS	08012300	1999-04-02 09:15	CST	185	A:[93]
USGS	08012300	1999-04-02 09:30	CST	153	A:[93]
USGS	08012300	1999-04-02 09:45	CST	153	A:[93]
USGS	08012300	1999-04-02 10:00	CST	185	A:[93]
USGS	08012300	1999-04-02 10:15	CST	169	A:[93]
USGS	08012300	1999-04-02 10:30	CST	201	A:[93]
USGS	08012300	1999-04-02 10:45	CST	185	A:[93]
USGS	08012300	1999-04-02 11:00	CST	169	A:[93]
USGS	08012300	1999-04-02 11:15	CST	185	A:[93]
USGS	08012300	1999-04-02 11:30	CST	185	A:[93]
USGS	08012300	1999-04-02 11:45	CST	169	A:[93]
USGS	08012300	1999-04-02 12:00	CST	185	A:[93]
USGS	08012300	1999-04-02 12:15	CST	168	A:[93]
USGS	08012300	1999-04-02 12:30	CST	168	A:[93]
USGS	08012300	1999-04-02 12:45	CST	168	A:[93]
USGS	08012300	1999-04-02 13:00	CST	168	A:[93]
USGS	08012300	1999-04-02 13:15	CST	185	A:[93]
USGS	08012300	1999-04-02 13:30	CST	185	A:[93]
USGS	08012300	1999-04-02 13:45	CST	168	A:[93]
USGS	08012300	1999-04-02 14:00	CST	168	A:[93]
USGS	08012300	1999-04-02 14:15	CST	168	A:[93]
USGS	08012300	1999-04-02 14:30	CST	168	A:[93]
USGS	08012300	1999-04-02 14:45	CST	185	A:[93]
USGS	08012300	1999-04-02 15:00	CST	168	A:[93]
USGS	08012300	1999-04-02 15:15	CST	168	A:[93]
USGS	08012300	1999-04-02 15:30	CST	168	A:[93]
USGS	08012300	1999-04-02 15:45	CST	168	A:[93]
USGS	08012300	1999-04-02 16:00	CST	168	A:[93]
USGS	08012300	1999-04-02 16:15	CST	152	A:[93]
USGS	08012300	1999-04-02 16:30	CST	168	A:[93]
USGS	08012300	1999-04-02 16:45	CST	168	A:[93]
USGS	08012300	1999-04-02 17:00	CST	168	A:[93]
USGS	08012300	1999-04-02 17:15	CST	151	A:[93]
USGS	08012300	1999-04-02 17:30	CST	167	A:[93]
USGS	08012300	1999-04-02 17:45	CST	167	A:[93]
USGS	08012300	1999-04-02 18:00	CST	167	A:[93]
USGS	08012300	1999-04-02 18:15	CST	167	A:[93]
USGS	08012300	1999-04-02 18:30	CST	167	A:[93]
USGS	08012300	1999-04-02 18:45	CST	167	A:[93]
USGS	08012300	1999-04-02 19:00	CST	151	A:[93]
USGS	08012300	1999-04-02 19:15	CST	135	A:[93]
USGS	08012300	1999-04-02 19:30	CST	151	A:[93]
USGS	08012300	1999-04-02 19:45	CST	199	A:[93]
USGS	08012300	1999-04-02 20:00	CST	167	A:[93]
USGS	08012300	1999-04-02 20:15	CST	151	A:[93]
USGS	08012300	1999-04-02 20:30	CST	135	A:[93]
USGS	08012300	1999-04-02 20:45	CST	167	A:[93]
USGS	08012300	1999-04-02 21:00	CST	167	A:[93]
USGS	08012300	1999-04-02 21:15	CST	182	A:[93]
USGS	08012300	1999-04-02 21:30	CST	166	A:[93]
USGS	08012300	1999-04-02 21:45	CST	150	A:[93]
USGS	08012300	1999-04-02 22:00	CST	166	A:[93]
USGS	08012300	1999-04-02 22:15	CST	150	A:[93]
USGS	08012300	1999-04-02 22:30	CST	150	A:[93]
USGS	08012300	1999-04-02 22:45	CST	134	A:[93]
USGS	08012300	1999-04-02 23:00	CST	150	A:[93]
USGS	08012300	1999-04-02 23:15	CST	150	A:[93]
USGS	08012300	1999-04-02 23:30	CST	150	A:[93]
USGS	08012300	1999-04-02 23:45	CST	134	A:[93]
USGS	08012300	1999-05-13 00:00	CDT	123	A:[93]
USGS	08012300	1999-05-13 00:15	CDT	123	A:[93]
USGS	08012300	1999-05-13 00:30	CDT	136	A:[93]
USGS	08012300	1999-05-13 00:45	CDT	97.0	A:[93]
USGS	08012300	1999-05-13 01:00	CDT	123	A:[93]
USGS	08012300	1999-05-13 01:15	CDT	110	A:[93]
USGS	08012300	1999-05-13 01:30	CDT	123	A:[93]
USGS	08012300	1999-05-13 01:45	CDT	123	A:[93]
USGS	08012300	1999-05-13 02:00	CDT	136	A:[93]
USGS	08012300	1999-05-13 02:15	CDT	123	A:[93]
USGS	08012300	1999-05-13 02:30	CDT	110	A:[93]
USGS	08012300	1999-05-13 02:45	CDT	110	A:[93]
USGS	08012300	1999-05-13 03:00	CDT	123	A:[93]
USGS	08012300	1999-05-13 03:15	CDT	110	A:[93]
USGS	08012300	1999-05-13 03:30	CDT	123	A:[93]
USGS	08012300	1999-05-13 03:45	CDT	110	A:[93]
USGS	08012300	1999-05-13 04:00	CDT	110	A:[93]
USGS	08012300	1999-05-13 04:15	CDT	110	A:[93]
USGS	08012300	1999-05-13 04:30	CDT	123	A:[93]
USGS	08012300	1999-05-13 04:45	CDT	110	A:[93]
USGS	08012300	1999-05-13 05:00	CDT	123	A:[93]
USGS	08012300	1999-05-13 05:15	CDT	123	A:[93]
USGS	08012300	1999-05-13 05:30	CDT	123	A:[93]
USGS	08012300	1999-05-13 05:45	CDT	110	A:[93]
USGS	08012300	1999-05-13 06:00	CDT	123	A:[93]
USGS	08012300	1999-05-13 06:15	CDT	123	A:[93]
USGS	08012300	1999-05-13 06:30	CDT	124	A:[93]
USGS	08012300	1999-05-13 06:45	CDT	111	A:[93]
USGS	08012300	1999-05-13 07:00	CDT	137	A:[93]
USGS	08012300	1999-05-13 07:15	CDT	111	A:[93]
USGS	08012300	1999-05-13 07:30	CDT	124	A:[93]
USGS	08012300	1999-05-13 07:45	CDT	111	A:[93]
USGS	08012300	1999-05-13 08:00	CDT	111	A:[93]
USGS	08012300	1999-05-13 08:15	CDT	111	A:[93]
USGS	08012300	1999-05-13 08:30	CDT	124	A:[93]
USGS	08012300	1999-05-13 08:45	CDT	137	A:[93]
USGS	08012300	1999-05-13 09:00	CDT	124	A:[93]
USGS	08012300	1999-05-13 09:15	CDT	124	A:[93]
USGS	08012300	1999-05-13 09:30	CDT	137	A:[93]
USGS	08012300	1999-05-13 09:45	CDT	137	A:[93]
USGS	08012300	1999-05-13 10:00	CDT	137	A:[93]
USGS	08012300	1999-05-13 10:15	CDT	124	A:[93]
USGS	08012300	1999-05-13 10:30	CDT	150	A:[93]
USGS	08012300	1999-05-13 10:45	CDT	137	A:[93]
USGS	08012300	1999-05-13 11:00	CDT	124	A:[93]
USGS	08012300	1999-05-13 11:15	CDT	137	A:[93]
USGS	08012300	1999-05-13 11:30	CDT	137	A:[93]
USGS	08012300	1999-05-13 11:45	CDT	124	A:[93]
USGS	08012300	1999-05-13 12:00	CDT	124	A:[93]
USGS	08012300	1999-05-13 12:15	CDT	124	A:[93]
USGS	08012300	1999-05-13 12:30	CDT	124	A:[93]
USGS	08012300	1999-05-13 12:45	CDT	150	A:[93]
USGS	08012300	1999-05-13 13:00	CDT	124	A:[93]
USGS	08012300	1999-05-13 13:15	CDT	124	A:[93]
USGS	08012300	1999-05-13 13:30	CDT	124	A:[93]
USGS	08012300	1999-05-13 13:45	CDT	124	A:[93]
USGS	08012300	1999-05-13 14:00	CDT	124	A:[93]
USGS	08012300	1999-05-13 14:15	CDT	137	A:[93]
USGS	08012300	1999-05-13 14:30	CDT	137	A:[93]
USGS	08012300	1999-05-13 14:45	CDT	150	A:[93]
USGS	08012300	1999-05-13 15:00	CDT	137	A:[93]
USGS	08012300	1999-05-13 15:15	CDT	150	A:[93]
USGS	08012300	1999-05-13 15:30	CDT	150	A:[93]
USGS	08012300	1999-05-13 15:45	CDT	150	A:[93]
USGS	08012300	1999-05-13 16:00	CDT	150	A:[93]
USGS	08012300	1999-05-13 16:15	CDT	176	A:[93]
USGS	08012300	1999-05-13 16:30	CDT	162	A:[93]
USGS	08012300	1999-05-13 16:45	CDT	149	A:[93]
USGS	08012300	1999-05-13 17:00	CDT	136	A:[93]
USGS	08012300	1999-05-13 17:15	CDT	136	A:[93]
USGS	08012300	1999-05-13 17:30	CDT	149	A:[93]
USGS	08012300	1999-05-13 17:45	CDT	123	A:[93]
USGS	08012300	1999-05-13 18:00	CDT	136	A:[93]
USGS	08012300	1999-05-13 18:15	CDT	136	A:[93]
USGS	08012300	1999-05-13 18:30	CDT	110	A:[93]
USGS	08012300	1999-05-13 18:45	CDT	123	A:[93]
USGS	08012300	1999-05-13 19:00	CDT	123	A:[93]
USGS	08012300	1999-05-13 19:15	CDT	110	A:[93]
USGS	08012300	1999-05-13 19:30	CDT	123	A:[93]
USGS	08012300	1999-05-13 19:45	CDT	123	A:[93]
USGS	08012300	1999-05-13 20:00	CDT	123	A:[93]
USGS	08012300	1999-05-13 20:15	CDT	110	A:[93]
USGS	08012300	1999-05-13 20:30	CDT	123	A:[93]
USGS	08012300	1999-05-13 20:45	CDT	123	A:[93]
USGS	08012300	1999-05-13 21:00	CDT	110	A:[93]
USGS	08012300	1999-05-13 21:15	CDT	110	A:[93]
USGS	08012300	1999-05-13 21:30	CDT	110	A:[93]
USGS	08012300	1999-05-13 21:45	CDT	123	A:[93]
USGS	08012300	1999-05-13 22:00	CDT	122	A:[93]
USGS	08012300	1999-05-13 22:15	CDT	109	A:[93]
USGS	08012300	1999-05-13 22:30	CDT	122	A:[93]
USGS	08012300	1999-05-13 22:45	CDT	109	A:[93]
USGS	08012300	1999-05-13 23:00	CDT	97.0	A:[93]
USGS	08012300	1999-05-13 23:15	CDT	109	A:[93]
USGS	08012300	1999-05-13 23:30	CDT	109	A:[93]
USGS	08012300	1999-05-13 23:45	CDT	122	A:[93]
USGS	08012300	1999-05-31 00:00	CDT	85.0	A:[92]
USGS	08012300	1999-05-31 00:15	CDT	97.0	A:[92]
USGS	08012300	1999-05-31 00:30	CDT	108	A:[92]
USGS	08012300	1999-05-31 00:45	CDT	97.0	A:[92]
USGS	08012300	1999-05-31 01:00	CDT	109	A:[92]
USGS	08012300	1999-05-31 01:15	CDT	109	A:[92]
USGS	08012300	1999-05-31 01:30	CDT	109	A:[92]
USGS	08012300	1999-05-31 01:45	CDT	98.0	A:[92]
USGS	08012300	1999-05-31 02:00	CDT	110	A:[92]
USGS	08012300	1999-05-31 02:15	CDT	110	A:[92]
USGS	08012300	1999-05-31 02:30	CDT	122	A:[92]
USGS	08012300	1999-05-31 02:45	CDT	111	A:[92]
USGS	08012300	1999-05-31 03:00	CDT	123	A:[92]
USGS	08012300	1999-05-31 03:15	CDT	135	A:[92]
USGS	08012300	1999-05-31 03:30	CDT	135	A:[92]
USGS	08012300	1999-05-31 03:45	CDT	124	A:[92]
USGS	08012300	1999-05-31 04:00	CDT	125	A:[92]
USGS	08012300	1999-05-31 04:15	CDT	125	A:[92]
USGS	08012300	1999-05-31 04:30	CDT	125	A:[92]
USGS	08012300	1999-05-31 04:45	CDT	138	A:[92]
USGS	08012300	1999-05-31 05:00	CDT	114	A:[92]
USGS	08012300	1999-05-31 05:15	CDT	127	A:[92]
USGS	08012300	1999-05-31 05:30	CDT	114	A:[92]
USGS	08012300	1999-05-31 05:45	CDT	115	A:[92]
USGS	08012300	1999-05-31 06:00	CDT	115	A:[92]
USGS	08012300	1999-05-31 06:15	CDT	116	A:[92]
USGS	08012300	1999-05-31 06:30	CDT	116	A:[92]
USGS	08012300	1999-05-31 06:45	CDT	116	A:[92]
USGS	08012300	1999-05-31 07:00	CDT	104	A:[92]
USGS	08012300	1999-05-31 07:15	CDT	117	A:[92]
USGS	08012300	1999-05-31 07:30	CDT	117	A:[92]
USGS	08012300	1999-05-31 07:45	CDT	117	A:[92]
USGS	08012300	1999-05-31 08:00	CDT	130	A:[92]
USGS	08012300	1999-05-31 08:15	CDT	118	A:[92]
USGS	08012300	1999-05-31 08:30	CDT	131	A:[92]
USGS	08012300	1999-05-31 08:45	CDT	131	A:[92]
USGS	08012300	1999-05-31 09:00	CDT	131	A:[92]
USGS	08012300	1999-05-31 09:15	CDT	144	A:[92]
USGS	08012300	1999-05-31 09:30	CDT	144	A:[92]
USGS	08012300	1999-05-31 09:45	CDT	145	A:[92]
USGS	08012300	1999-05-31 10:00	CDT	158	A:[92]
USGS	08012300	1999-05-31 10:15	CDT	146	A:[92]
USGS	08012300	1999-05-31 10:30	CDT	158	A:[92]
USGS	08012300	1999-05-31 10:45	CDT	134	A:[92]
USGS	08012300	1999-05-31 11:00	CDT	147	A:[92]
USGS	08012300	1999-05-31 11:15	CDT	160	A:[92]
USGS	08012300	1999-05-31 11:30	CDT	148	A:[92]
USGS	08012300	1999-05-31 11:45	CDT	160	A:[92]
USGS	08012300	1999-05-31 12:00	CDT	160	A:[92]
USGS	08012300	1999-05-31 12:15	CDT	161	A:[92]
USGS	08012300	1999-05-31 12:30	CDT	148	A:[92]
USGS	08012300	1999-05-31 12:45	CDT	162	A:[92]
USGS	08012300	1999-05-31 13:00	CDT	162	A:[92]
USGS	08012300	1999-05-31 13:15	CDT	176	A:[92]
USGS	08012300	1999-05-31 13:30	CDT	162	A:[92]
USGS	08012300	1999-05-31 13:45	CDT	176	A:[92]
USGS	08012300	1999-05-31 14:00	CDT	176	A:[92]
USGS	08012300	1999-05-31 14:15	CDT	137	A:[92]
USGS	08012300	1999-05-31 14:30	CDT	177	A:[92]
USGS	08012300	1999-05-31 14:45	CDT	177	A:[92]
USGS	08012300	1999-05-31 15:00	CDT	165	A:[92]
USGS	08012300	1999-05-31 15:15	CDT	165	A:[92]
USGS	08012300	1999-05-31 15:30	CDT	192	A:[92]
USGS	08012300	1999-05-31 15:45	CDT	205	A:[92]
USGS	08012300	1999-05-31 16:00	CDT	166	A:[92]
USGS	08012300	1999-05-31 16:15	CDT	179	A:[92]
USGS	08012300	1999-05-31 16:30	CDT	167	A:[92]
USGS	08012300	1999-05-31 16:45	CDT	193	A:[92]
USGS	08012300	1999-05-31 17:00	CDT	180	A:[92]
USGS	08012300	1999-05-31 17:15	CDT	181	A:[92]
USGS	08012300	1999-05-31 17:30	CDT	181	A:[92]
USGS	08012300	1999-05-31 17:45	CDT	182	A:[92]
USGS	08012300	1999-05-31 18:00	CDT	182	A:[92]
USGS	08012300	1999-05-31 18:15	CDT	182	A:[92]
USGS	08012300	1999-05-31 18:30	CDT	182	A:[92]
USGS	08012300	1999-05-31 18:45	CDT	182	A:[92]
USGS	08012300	1999-05-31 19:00	CDT	196	A:[92]
USGS	08012300	1999-05-31 19:15	CDT	183	A:[92]
USGS	08012300	1999-05-31 19:30	CDT	183	A:[92]
USGS	08012300	1999-05-31 19:45	CDT	197	A:[92]
USGS	08012300	1999-05-31 20:00	CDT	170	A:[92]
USGS	08012300	1999-05-31 20:15	CDT	198	A:[92]
USGS	08012300	1999-05-31 20:30	CDT	198	A:[92]
USGS	08012300	1999-05-31 20:45	CDT	185	A:[92]
USGS	08012300	1999-05-31 21:00	CDT	172	A:[92]
USGS	08012300	1999-05-31 21:15	CDT	172	A:[92]
USGS	08012300	1999-05-31 21:30	CDT	172	A:[92]
USGS	08012300	1999-05-31 21:45	CDT	200	A:[92]
USGS	08012300	1999-05-31 22:00	CDT	187	A:[92]
USGS	08012300	1999-05-31 22:15	CDT	187	A:[92]
USGS	08012300	1999-05-31 22:30	CDT	215	A:[92]
USGS	08012300	1999-05-31 22:45	CDT	201	A:[92]
USGS	08012300	1999-05-31 23:00	CDT	174	A:[92]
USGS	08012300	1999-05-31 23:15	CDT	174	A:[92]
USGS	08012300	1999-05-31 23:30	CDT	174	A:[92]
USGS	08012300	1999-05-31 23:45	CDT	202	A:[92]
USGS	08012300	1999-06-01 00:00	CDT	189	A:[92]
USGS	08012300	1999-06-01 00:15	CDT	189	A:[92]
USGS	08012300	1999-06-01 00:30	CDT	175	A:[92]
USGS	08012300	1999-06-01 00:45	CDT	176	A:[92]
USGS	08012300	1999-06-01 01:00	CDT	190	A:[92]
USGS	08012300	1999-06-01 01:15	CDT	190	A:[92]
USGS	08012300	1999-06-01 01:30	CDT	190	A:[92]
USGS	08012300	1999-06-01 01:45	CDT	176	A:[92]
USGS	08012300	1999-06-01 02:00	CDT	176	A:[92]
USGS	08012300	1999-06-01 02:15	CDT	177	A:[92]
USGS	08012300	1999-06-01 02:30	CDT	191	A:[92]
USGS	08012300	1999-06-01 02:45	CDT	191	A:[92]
USGS	08012300	1999-06-01 03:00	CDT	177	A:[92]
USGS	08012300	1999-06-01 03:15	CDT	192	A:[92]
USGS	08012300	1999-06-01 03:30	CDT	192	A:[92]
USGS	08012300	1999-06-01 03:45	CDT	178	A:[92]
USGS	08012300	1999-06-01 04:00	CDT	178	A:[92]
USGS	08012300	1999-06-01 04:15	CDT	178	A:[92]
USGS	08012300	1999-06-01 04:30	CDT	178	A:[92]
USGS	08012300	1999-06-01 04:45	CDT	193	A:[92]
USGS	08012300	1999-06-01 05:00	CDT	193	A:[92]
USGS	08012300	1999-06-01 05:15	CDT	179	A:[92]
USGS	08012300	1999-06-01 05:30	CDT	193	A:[92]
USGS	08012300	1999-06-01 05:45	CDT	165	A:[92]
USGS	08012300	1999-06-01 06:00	CDT	193	A:[92]
USGS	08012300	1999-06-01 06:15	CDT	180	A:[92]
USGS	08012300	1999-06-01 06:30	CDT	194	A:[92]
USGS	08012300	1999-06-01 06:45	CDT	223	A:[92]
USGS	08012300	1999-06-01 07:00	CDT	194	A:[92]
USGS	08012300	1999-06-01 07:15	CDT	209	A:[92]
USGS	08012300	1999-06-01 07:30	CDT	209	A:[92]
USGS	08012300	1999-06-01 07:45	CDT	224	A:[92]
USGS	08012300	1999-06-01 08:00	CDT	209	A:[92]
USGS	08012300	1999-06-01 08:15	CDT	195	A:[92]
