# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-01-27 12:52:25 -05:00	(nadww02)
#
# Data-value grade codes included in this output:
#    0    Undefined
#    91    IV verification DV <= 1 percent diff
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07381695 GIWW AT CYPREMORT, LA
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 07381695
#    TS_ID       Parameter Description
#    221887      00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#
agency_cd	site_no	datetime	tz_cd	221887_00060	221887_00060_cd
USGS	07381695	1997-10-01 04:15	CDT	4150	A:[91]
USGS	07381695	1997-10-01 04:30	CDT	4400	A:[91]
USGS	07381695	1997-10-01 04:45	CDT	4640	A:[91]
USGS	07381695	1997-10-01 05:00	CDT	5360	A:[91]
USGS	07381695	1997-10-01 05:15	CDT	4870	A:[91]
USGS	07381695	1997-10-01 05:30	CDT	6180	A:[91]
USGS	07381695	1997-10-01 05:45	CDT	5850	A:[91]
USGS	07381695	1997-10-01 06:00	CDT	6400	A:[91]
USGS	07381695	1997-10-01 06:15	CDT	5840	A:[91]
USGS	07381695	1997-10-01 06:30	CDT	6300	A:[91]
USGS	07381695	1997-10-01 06:45	CDT	6030	A:[91]
USGS	07381695	1997-10-01 07:00	CDT	5230	A:[91]
USGS	07381695	1997-10-01 07:15	CDT	5390	A:[91]
USGS	07381695	1997-10-01 07:30	CDT	5260	A:[91]
USGS	07381695	1997-10-01 07:45	CDT	4690	A:[91]
USGS	07381695	1997-10-01 08:00	CDT	4220	A:[91]
USGS	07381695	1997-10-01 08:15	CDT	3370	A:[91]
USGS	07381695	1997-10-01 08:30	CDT	2160	A:[91]
USGS	07381695	1997-10-01 08:45	CDT	1180	A:[91]
USGS	07381695	1997-10-01 09:00	CDT	-51.0	A:[91]
USGS	07381695	1997-10-01 09:15	CDT	-153	A:[91]
USGS	07381695	1997-10-01 09:30	CDT	-1060	A:[91]
USGS	07381695	1997-10-01 09:45	CDT	-1010	A:[91]
USGS	07381695	1997-10-01 10:00	CDT	-1010	A:[91]
USGS	07381695	1997-10-01 10:15	CDT	-1810	A:[91]
USGS	07381695	1997-10-01 10:30	CDT	-1900	A:[91]
USGS	07381695	1997-10-01 10:45	CDT	-1950	A:[91]
USGS	07381695	1997-10-01 11:00	CDT	-1640	A:[91]
USGS	07381695	1997-10-01 11:15	CDT	-1290	A:[91]
USGS	07381695	1997-10-01 11:30	CDT	-987	A:[91]
USGS	07381695	1997-10-01 11:45	CDT	-1090	A:[91]
USGS	07381695	1997-10-01 12:00	CDT	-541	A:[91]
USGS	07381695	1997-10-01 12:15	CDT	-786	A:[91]
USGS	07381695	1997-10-01 12:30	CDT	-494	A:[91]
USGS	07381695	1997-10-01 12:45	CDT	-583	A:[91]
USGS	07381695	1997-10-01 13:00	CDT	-244	A:[91]
USGS	07381695	1997-10-01 13:15	CDT	-98.0	A:[91]
USGS	07381695	1997-10-01 13:30	CDT	-244	A:[91]
USGS	07381695	1997-10-01 13:45	CDT	146	A:[91]
USGS	07381695	1997-10-01 14:00	CDT	585	A:[91]
USGS	07381695	1997-10-01 14:15	CDT	1020	A:[91]
USGS	07381695	1997-10-01 14:30	CDT	683	A:[91]
USGS	07381695	1997-10-01 14:45	CDT	1170	A:[91]
USGS	07381695	1997-10-01 15:00	CDT	934	A:[91]
USGS	07381695	1997-10-01 15:15	CDT	1570	A:[91]
USGS	07381695	1997-10-01 15:30	CDT	2070	A:[91]
USGS	07381695	1997-10-01 15:45	CDT	2580	A:[91]
USGS	07381695	1997-10-01 16:00	CDT	3240	A:[91]
USGS	07381695	1997-10-01 16:15	CDT	4370	A:[91]
USGS	07381695	1997-10-01 16:30	CDT	5400	A:[91]
USGS	07381695	1997-10-01 16:45	CDT	5920	A:[91]
USGS	07381695	1997-10-01 17:00	CDT	6720	A:[91]
USGS	07381695	1997-10-01 17:15	CDT	5910	A:[91]
USGS	07381695	1997-10-01 17:30	CDT	7120	A:[91]
USGS	07381695	1997-10-01 17:45	CDT	6090	A:[91]
USGS	07381695	1997-10-01 18:00	CDT	6610	A:[91]
USGS	07381695	1997-10-01 18:15	CDT	6080	A:[91]
USGS	07381695	1997-10-01 18:30	CDT	6330	A:[91]
USGS	07381695	1997-10-01 18:45	CDT	6470	A:[91]
USGS	07381695	1997-10-01 19:00	CDT	5860	A:[91]
USGS	07381695	1997-10-01 19:15	CDT	6370	A:[91]
USGS	07381695	1997-10-01 19:30	CDT	6510	A:[91]
USGS	07381695	1997-10-01 19:45	CDT	6280	A:[91]
USGS	07381695	1997-10-01 20:00	CDT	5920	A:[91]
USGS	07381695	1997-10-01 20:15	CDT	5800	A:[91]
USGS	07381695	1997-10-01 20:30	CDT	4370	A:[91]
USGS	07381695	1997-10-01 20:45	CDT	3390	A:[91]
USGS	07381695	1997-10-01 21:00	CDT	2330	A:[91]
USGS	07381695	1997-10-01 21:15	CDT	1660	A:[91]
USGS	07381695	1997-10-01 21:30	CDT	2020	A:[91]
USGS	07381695	1997-10-01 21:45	CDT	3160	A:[91]
USGS	07381695	1997-10-01 22:00	CDT	3990	A:[91]
USGS	07381695	1997-10-01 22:15	CDT	4130	A:[91]
USGS	07381695	1997-10-01 22:30	CDT	4540	A:[91]
USGS	07381695	1997-10-01 22:45	CDT	3910	A:[91]
USGS	07381695	1997-10-01 23:00	CDT	3750	A:[91]
USGS	07381695	1997-10-01 23:15	CDT	3800	A:[91]
USGS	07381695	1997-10-01 23:30	CDT	3640	A:[91]
USGS	07381695	1997-10-01 23:45	CDT	3300	A:[91]
USGS	07381695	1997-10-02 00:00	CDT	2990	A:[91]
USGS	07381695	1997-10-02 00:15	CDT	2250	A:[91]
USGS	07381695	1997-10-02 00:30	CDT	2140	A:[91]
USGS	07381695	1997-10-02 00:45	CDT	3080	A:[91]
USGS	07381695	1997-10-02 01:00	CDT	2210	A:[91]
USGS	07381695	1997-10-02 01:15	CDT	2160	A:[91]
USGS	07381695	1997-10-02 01:30	CDT	2420	A:[91]
USGS	07381695	1997-10-02 01:45	CDT	2320	A:[91]
USGS	07381695	1997-10-02 02:00	CDT	2880	A:[91]
USGS	07381695	1997-10-02 02:15	CDT	1470	A:[91]
USGS	07381695	1997-10-02 02:30	CDT	51.0	A:[91]
USGS	07381695	1997-10-02 02:45	CDT	-959	A:[91]
USGS	07381695	1997-10-02 03:00	CDT	-1160	A:[91]
USGS	07381695	1997-10-02 03:15	CDT	-1970	A:[91]
USGS	07381695	1997-10-02 03:30	CDT	-1800	A:[91]
USGS	07381695	1997-10-02 03:45	CDT	-1310	A:[91]
USGS	07381695	1997-10-02 04:00	CDT	-705	A:[91]
USGS	07381695	1997-10-02 04:15	CDT	-51.0	A:[91]
USGS	07381695	1997-10-02 04:30	CDT	561	A:[91]
USGS	07381695	1997-10-02 04:45	CDT	1130	A:[91]
USGS	07381695	1997-10-02 05:00	CDT	1750	A:[91]
USGS	07381695	1997-10-02 05:15	CDT	2340	A:[91]
USGS	07381695	1997-10-02 05:30	CDT	2950	A:[91]
USGS	07381695	1997-10-02 05:45	CDT	2490	A:[91]
USGS	07381695	1997-10-02 06:00	CDT	3200	A:[91]
USGS	07381695	1997-10-02 06:15	CDT	3010	A:[91]
USGS	07381695	1997-10-02 06:30	CDT	2110	A:[91]
USGS	07381695	1997-10-02 06:45	CDT	2440	A:[91]
USGS	07381695	1997-10-02 07:00	CDT	2320	A:[91]
USGS	07381695	1997-10-02 07:15	CDT	1140	A:[91]
USGS	07381695	1997-10-02 07:30	CDT	927	A:[91]
USGS	07381695	1997-10-02 07:45	CDT	1350	A:[91]
USGS	07381695	1997-10-02 08:00	CDT	1750	A:[91]
USGS	07381695	1997-10-02 08:15	CDT	2320	A:[91]
USGS	07381695	1997-10-02 08:30	CDT	1180	A:[91]
USGS	07381695	1997-10-02 08:45	CDT	913	A:[91]
USGS	07381695	1997-10-02 09:00	CDT	976	A:[91]
USGS	07381695	1997-10-02 09:15	CDT	-457	A:[91]
USGS	07381695	1997-10-02 09:30	CDT	-1050	A:[91]
USGS	07381695	1997-10-02 09:45	CDT	-962	A:[91]
USGS	07381695	1997-10-02 10:00	CDT	-861	A:[91]
USGS	07381695	1997-10-02 10:15	CDT	-754	A:[91]
USGS	07381695	1997-10-02 10:30	CDT	-1560	A:[91]
USGS	07381695	1997-10-02 10:45	CDT	-2830	A:[91]
USGS	07381695	1997-10-02 11:00	CDT	-3110	A:[91]
USGS	07381695	1997-10-02 11:15	CDT	-2390	A:[91]
USGS	07381695	1997-10-02 11:30	CDT	-2840	A:[91]
USGS	07381695	1997-10-02 11:45	CDT	-2280	A:[91]
USGS	07381695	1997-10-02 12:00	CDT	-2040	A:[91]
USGS	07381695	1997-10-02 12:15	CDT	-1040	A:[91]
USGS	07381695	1997-10-02 12:30	CDT	-547	A:[91]
USGS	07381695	1997-10-02 12:45	CDT	-494	A:[91]
USGS	07381695	1997-10-02 13:00	CDT	-744	A:[91]
USGS	07381695	1997-10-02 13:15	CDT	-1050	A:[91]
USGS	07381695	1997-10-02 13:30	CDT	-1300	A:[91]
USGS	07381695	1997-10-02 13:45	CDT	-1500	A:[91]
USGS	07381695	1997-10-02 14:00	CDT	-1400	A:[91]
USGS	07381695	1997-10-02 14:15	CDT	-1110	A:[91]
USGS	07381695	1997-10-02 14:30	CDT	-554	A:[91]
USGS	07381695	1997-10-02 14:45	CDT	-50.0	A:[91]
USGS	07381695	1997-10-02 15:00	CDT	607	A:[91]
USGS	07381695	1997-10-02 15:15	CDT	1270	A:[91]
USGS	07381695	1997-10-02 15:30	CDT	1870	A:[91]
USGS	07381695	1997-10-02 15:45	CDT	2550	A:[91]
USGS	07381695	1997-10-02 16:00	CDT	2710	A:[91]
USGS	07381695	1997-10-02 16:15	CDT	2880	A:[91]
USGS	07381695	1997-10-02 16:30	CDT	2280	A:[91]
USGS	07381695	1997-10-02 16:45	CDT	3270	A:[91]
USGS	07381695	1997-10-02 17:00	CDT	4290	A:[91]
USGS	07381695	1997-10-02 17:15	CDT	5400	A:[91]
USGS	07381695	1997-10-02 17:30	CDT	5030	A:[91]
USGS	07381695	1997-10-02 17:45	CDT	4980	A:[91]
USGS	07381695	1997-10-02 18:00	CDT	5390	A:[91]
USGS	07381695	1997-10-02 18:15	CDT	5020	A:[91]
USGS	07381695	1997-10-02 18:30	CDT	5100	A:[91]
USGS	07381695	1997-10-02 18:45	CDT	5160	A:[91]
USGS	07381695	1997-10-02 19:00	CDT	6100	A:[91]
USGS	07381695	1997-10-02 19:15	CDT	4710	A:[91]
USGS	07381695	1997-10-02 19:30	CDT	5090	A:[91]
USGS	07381695	1997-10-02 19:45	CDT	4720	A:[91]
USGS	07381695	1997-10-02 20:00	CDT	4470	A:[91]
USGS	07381695	1997-10-02 20:15	CDT	3630	A:[91]
USGS	07381695	1997-10-02 20:30	CDT	4550	A:[91]
USGS	07381695	1997-10-02 20:45	CDT	4090	A:[91]
USGS	07381695	1997-10-02 21:00	CDT	3290	A:[91]
USGS	07381695	1997-10-02 21:15	CDT	2100	A:[91]
USGS	07381695	1997-10-02 21:30	CDT	2420	A:[91]
USGS	07381695	1997-10-02 21:45	CDT	1810	A:[91]
USGS	07381695	1997-10-02 22:00	CDT	1230	A:[91]
USGS	07381695	1997-10-02 22:15	CDT	320	A:[91]
USGS	07381695	1997-10-02 22:30	CDT	-1060	A:[91]
USGS	07381695	1997-10-02 22:45	CDT	-1380	A:[91]
USGS	07381695	1997-10-02 23:00	CDT	-1630	A:[91]
USGS	07381695	1997-10-02 23:15	CDT	-1980	A:[91]
USGS	07381695	1997-10-02 23:30	CDT	-2370	A:[91]
USGS	07381695	1997-10-02 23:45	CDT	-2670	A:[91]
USGS	07381695	1997-10-03 00:00	CDT	-2350	A:[91]
USGS	07381695	1997-10-03 00:15	CDT	-2660	A:[91]
USGS	07381695	1997-10-03 00:30	CDT	-2870	A:[91]
USGS	07381695	1997-10-03 00:45	CDT	-1770	A:[91]
USGS	07381695	1997-10-03 01:00	CDT	-3080	A:[91]
USGS	07381695	1997-10-03 01:15	CDT	-2700	A:[91]
USGS	07381695	1997-10-03 01:30	CDT	-2850	A:[91]
USGS	07381695	1997-10-03 01:45	CDT	-1340	A:[91]
USGS	07381695	1997-10-03 02:00	CDT	-2020	A:[91]
USGS	07381695	1997-10-03 02:15	CDT	-2650	A:[91]
USGS	07381695	1997-10-03 02:30	CDT	-2330	A:[91]
USGS	07381695	1997-10-03 02:45	CDT	-1100	A:[91]
USGS	07381695	1997-10-03 03:00	CDT	-2510	A:[91]
USGS	07381695	1997-10-03 03:15	CDT	-1050	A:[91]
USGS	07381695	1997-10-03 03:30	CDT	52.0	A:[91]
USGS	07381695	1997-10-03 03:45	CDT	-52.0	A:[91]
USGS	07381695	1997-10-03 04:00	CDT	678	A:[91]
USGS	07381695	1997-10-03 04:15	CDT	2050	A:[91]
USGS	07381695	1997-10-03 04:30	CDT	2050	A:[91]
USGS	07381695	1997-10-03 04:45	CDT	2950	A:[91]
USGS	07381695	1997-10-03 05:00	CDT	3320	A:[91]
USGS	07381695	1997-10-03 05:15	CDT	4130	A:[91]
USGS	07381695	1997-10-03 05:30	CDT	3660	A:[91]
USGS	07381695	1997-10-03 05:45	CDT	3970	A:[91]
USGS	07381695	1997-10-03 06:00	CDT	3760	A:[91]
USGS	07381695	1997-10-03 06:15	CDT	3240	A:[91]
USGS	07381695	1997-10-03 06:30	CDT	3340	A:[91]
USGS	07381695	1997-10-03 06:45	CDT	3940	A:[91]
USGS	07381695	1997-10-03 07:00	CDT	4160	A:[91]
USGS	07381695	1997-10-03 07:15	CDT	3340	A:[91]
USGS	07381695	1997-10-03 07:30	CDT	3630	A:[91]
USGS	07381695	1997-10-03 07:45	CDT	3400	A:[91]
USGS	07381695	1997-10-03 08:00	CDT	3950	A:[91]
USGS	07381695	1997-10-03 08:15	CDT	2370	A:[91]
USGS	07381695	1997-10-03 08:30	CDT	1540	A:[91]
USGS	07381695	1997-10-03 08:45	CDT	578	A:[91]
USGS	07381695	1997-10-03 09:00	CDT	0.00	A:[91]
USGS	07381695	1997-10-03 09:15	CDT	-781	A:[91]
USGS	07381695	1997-10-03 09:30	CDT	105	A:[91]
USGS	07381695	1997-10-03 09:45	CDT	-731	A:[91]
USGS	07381695	1997-10-03 10:00	CDT	-1500	A:[91]
USGS	07381695	1997-10-03 10:15	CDT	-2330	A:[91]
USGS	07381695	1997-10-03 10:30	CDT	-2720	A:[91]
USGS	07381695	1997-10-03 10:45	CDT	-3090	A:[91]
USGS	07381695	1997-10-03 11:00	CDT	-2720	A:[91]
USGS	07381695	1997-10-03 11:15	CDT	-2640	A:[91]
USGS	07381695	1997-10-03 11:30	CDT	-2900	A:[91]
USGS	07381695	1997-10-03 11:45	CDT	-1570	A:[91]
USGS	07381695	1997-10-03 12:00	CDT	-2690	A:[91]
USGS	07381695	1997-10-03 12:15	CDT	-2630	A:[91]
USGS	07381695	1997-10-03 12:30	CDT	-2980	A:[91]
USGS	07381695	1997-10-03 12:45	CDT	-2610	A:[91]
USGS	07381695	1997-10-03 13:00	CDT	-2270	A:[91]
USGS	07381695	1997-10-03 13:15	CDT	-2710	A:[91]
USGS	07381695	1997-10-03 13:30	CDT	-2510	A:[91]
USGS	07381695	1997-10-03 13:45	CDT	-2170	A:[91]
USGS	07381695	1997-10-03 14:00	CDT	-2770	A:[91]
USGS	07381695	1997-10-03 14:15	CDT	-1510	A:[91]
USGS	07381695	1997-10-03 14:30	CDT	-203	A:[91]
USGS	07381695	1997-10-03 14:45	CDT	-1380	A:[91]
USGS	07381695	1997-10-03 15:00	CDT	-869	A:[91]
USGS	07381695	1997-10-03 15:15	CDT	-614	A:[91]
USGS	07381695	1997-10-03 15:30	CDT	-51.0	A:[91]
USGS	07381695	1997-10-03 15:45	CDT	620	A:[91]
USGS	07381695	1997-10-03 16:00	CDT	1140	A:[91]
USGS	07381695	1997-10-03 16:15	CDT	1670	A:[91]
USGS	07381695	1997-10-03 16:30	CDT	2120	A:[91]
USGS	07381695	1997-10-03 16:45	CDT	2670	A:[91]
USGS	07381695	1997-10-03 17:00	CDT	3310	A:[91]
USGS	07381695	1997-10-03 17:15	CDT	3890	A:[91]
USGS	07381695	1997-10-03 17:30	CDT	4600	A:[91]
USGS	07381695	1997-10-03 17:45	CDT	5150	A:[91]
USGS	07381695	1997-10-03 18:00	CDT	5820	A:[91]
USGS	07381695	1997-10-03 18:15	CDT	5950	A:[91]
USGS	07381695	1997-10-03 18:30	CDT	5650	A:[91]
USGS	07381695	1997-10-03 18:45	CDT	5220	A:[91]
USGS	07381695	1997-10-03 19:00	CDT	5510	A:[91]
USGS	07381695	1997-10-03 19:15	CDT	5250	A:[91]
USGS	07381695	1997-10-03 19:30	CDT	6100	A:[91]
USGS	07381695	1997-10-03 19:45	CDT	4970	A:[91]
USGS	07381695	1997-10-03 20:00	CDT	6120	A:[91]
USGS	07381695	1997-10-03 20:15	CDT	5350	A:[91]
USGS	07381695	1997-10-03 20:30	CDT	4600	A:[91]
USGS	07381695	1997-10-03 20:45	CDT	4500	A:[91]
USGS	07381695	1997-10-03 21:00	CDT	3840	A:[91]
USGS	07381695	1997-10-03 21:15	CDT	2780	A:[91]
USGS	07381695	1997-10-03 21:30	CDT	2850	A:[91]
USGS	07381695	1997-10-03 21:45	CDT	2550	A:[91]
USGS	07381695	1997-10-03 22:00	CDT	1910	A:[91]
USGS	07381695	1997-10-03 22:15	CDT	1470	A:[91]
USGS	07381695	1997-10-03 22:30	CDT	-54.0	A:[91]
USGS	07381695	1997-10-03 22:45	CDT	1290	A:[91]
USGS	07381695	1997-10-03 23:00	CDT	380	A:[91]
USGS	07381695	1997-10-03 23:15	CDT	-1070	A:[91]
USGS	07381695	1997-10-03 23:30	CDT	-539	A:[91]
USGS	07381695	1997-10-03 23:45	CDT	-2100	A:[91]
USGS	07381695	1997-10-04 00:00	CDT	-2670	A:[91]
USGS	07381695	1997-10-04 00:15	CDT	-3260	A:[91]
USGS	07381695	1997-10-04 00:30	CDT	-2130	A:[91]
USGS	07381695	1997-10-04 00:45	CDT	-3090	A:[91]
USGS	07381695	1997-10-04 01:00	CDT	-2070	A:[91]
USGS	07381695	1997-10-04 01:15	CDT	-3240	A:[91]
USGS	07381695	1997-10-04 01:30	CDT	-2820	A:[91]
USGS	07381695	1997-10-04 01:45	CDT	-2440	A:[91]
USGS	07381695	1997-10-04 02:00	CDT	-2810	A:[91]
USGS	07381695	1997-10-04 02:15	CDT	-3130	A:[91]
USGS	07381695	1997-10-04 02:30	CDT	-2650	A:[91]
USGS	07381695	1997-10-04 02:45	CDT	-2280	A:[91]
USGS	07381695	1997-10-04 03:00	CDT	-1800	A:[91]
USGS	07381695	1997-10-04 03:15	CDT	-2050	A:[91]
USGS	07381695	1997-10-04 03:30	CDT	-1110	A:[91]
USGS	07381695	1997-10-04 03:45	CDT	-945	A:[91]
USGS	07381695	1997-10-04 04:00	CDT	-2080	A:[91]
USGS	07381695	1997-10-04 04:15	CDT	-1550	A:[91]
USGS	07381695	1997-10-04 04:30	CDT	-961	A:[91]
USGS	07381695	1997-10-04 04:45	CDT	-426	A:[91]
USGS	07381695	1997-10-04 05:00	CDT	0.00	A:[91]
USGS	07381695	1997-10-04 05:15	CDT	-53.0	A:[91]
USGS	07381695	1997-10-04 05:30	CDT	484	A:[91]
USGS	07381695	1997-10-04 05:45	CDT	1080	A:[91]
USGS	07381695	1997-10-04 06:00	CDT	-162	A:[91]
USGS	07381695	1997-10-04 06:15	CDT	1340	A:[91]
USGS	07381695	1997-10-04 06:30	CDT	540	A:[91]
USGS	07381695	1997-10-04 06:45	CDT	646	A:[91]
USGS	07381695	1997-10-04 07:00	CDT	1240	A:[91]
USGS	07381695	1997-10-04 07:15	CDT	107	A:[91]
USGS	07381695	1997-10-04 07:30	CDT	595	A:[91]
USGS	07381695	1997-10-04 07:45	CDT	376	A:[91]
USGS	07381695	1997-10-04 08:00	CDT	-376	A:[91]
USGS	07381695	1997-10-04 08:15	CDT	853	A:[91]
USGS	07381695	1997-10-04 08:30	CDT	744	A:[91]
USGS	07381695	1997-10-04 08:45	CDT	0.00	A:[91]
USGS	07381695	1997-10-04 09:00	CDT	-474	A:[91]
USGS	07381695	1997-10-04 09:15	CDT	-945	A:[91]
USGS	07381695	1997-10-04 09:30	CDT	-1250	A:[91]
USGS	07381695	1997-10-04 09:45	CDT	-1510	A:[91]
USGS	07381695	1997-10-04 10:00	CDT	-1610	A:[91]
USGS	07381695	1997-10-04 10:15	CDT	-1660	A:[91]
USGS	07381695	1997-10-04 10:30	CDT	-1760	A:[91]
USGS	07381695	1997-10-04 10:45	CDT	-1860	A:[91]
USGS	07381695	1997-10-04 11:00	CDT	-1920	A:[91]
USGS	07381695	1997-10-04 11:15	CDT	-2010	A:[91]
USGS	07381695	1997-10-04 11:30	CDT	-2050	A:[91]
USGS	07381695	1997-10-04 11:45	CDT	-1430	A:[91]
USGS	07381695	1997-10-04 12:00	CDT	-819	A:[91]
USGS	07381695	1997-10-04 12:15	CDT	-1580	A:[91]
USGS	07381695	1997-10-04 12:30	CDT	-2290	A:[91]
USGS	07381695	1997-10-04 12:45	CDT	-2980	A:[91]
USGS	07381695	1997-10-04 13:00	CDT	-2700	A:[91]
USGS	07381695	1997-10-04 13:15	CDT	-2640	A:[91]
USGS	07381695	1997-10-04 13:30	CDT	-2330	A:[91]
USGS	07381695	1997-10-04 13:45	CDT	-1210	A:[91]
USGS	07381695	1997-10-04 14:00	CDT	-1860	A:[91]
USGS	07381695	1997-10-04 14:15	CDT	-1710	A:[91]
USGS	07381695	1997-10-04 14:30	CDT	-1570	A:[91]
USGS	07381695	1997-10-04 14:45	CDT	-1860	A:[91]
USGS	07381695	1997-10-04 15:00	CDT	-1880	A:[91]
USGS	07381695	1997-10-04 15:15	CDT	-1730	A:[91]
USGS	07381695	1997-10-04 15:30	CDT	-1170	A:[91]
USGS	07381695	1997-10-04 15:45	CDT	-1480	A:[91]
USGS	07381695	1997-10-04 16:00	CDT	-51.0	A:[91]
USGS	07381695	1997-10-04 16:15	CDT	393	A:[91]
USGS	07381695	1997-10-04 16:30	CDT	841	A:[91]
USGS	07381695	1997-10-04 16:45	CDT	1290	A:[91]
USGS	07381695	1997-10-04 17:00	CDT	1990	A:[91]
USGS	07381695	1997-10-04 17:15	CDT	2600	A:[91]
USGS	07381695	1997-10-04 17:30	CDT	3290	A:[91]
USGS	07381695	1997-10-04 17:45	CDT	4010	A:[91]
USGS	07381695	1997-10-04 18:00	CDT	4700	A:[91]
USGS	07381695	1997-10-04 18:15	CDT	5760	A:[91]
USGS	07381695	1997-10-04 18:30	CDT	5910	A:[91]
USGS	07381695	1997-10-04 18:45	CDT	5910	A:[91]
USGS	07381695	1997-10-04 19:00	CDT	5690	A:[91]
USGS	07381695	1997-10-04 19:15	CDT	5980	A:[91]
USGS	07381695	1997-10-04 19:30	CDT	5660	A:[91]
USGS	07381695	1997-10-04 19:45	CDT	5690	A:[91]
USGS	07381695	1997-10-04 20:00	CDT	5200	A:[91]
USGS	07381695	1997-10-04 20:15	CDT	6460	A:[91]
USGS	07381695	1997-10-04 20:30	CDT	5440	A:[91]
USGS	07381695	1997-10-04 20:45	CDT	4050	A:[91]
USGS	07381695	1997-10-04 21:00	CDT	3680	A:[91]
USGS	07381695	1997-10-04 21:15	CDT	3990	A:[91]
USGS	07381695	1997-10-04 21:30	CDT	4390	A:[91]
USGS	07381695	1997-10-04 21:45	CDT	3190	A:[91]
USGS	07381695	1997-10-04 22:00	CDT	2420	A:[91]
USGS	07381695	1997-10-04 22:15	CDT	2790	A:[91]
USGS	07381695	1997-10-04 22:30	CDT	3120	A:[91]
USGS	07381695	1997-10-04 22:45	CDT	2490	A:[91]
USGS	07381695	1997-10-04 23:00	CDT	2510	A:[91]
USGS	07381695	1997-10-04 23:15	CDT	1200	A:[91]
USGS	07381695	1997-10-04 23:30	CDT	435	A:[91]
USGS	07381695	1997-10-04 23:45	CDT	-653	A:[91]
USGS	07381695	1997-10-05 00:00	CDT	-704	A:[91]
USGS	07381695	1997-10-05 00:15	CDT	-2320	A:[91]
USGS	07381695	1997-10-05 00:30	CDT	-2110	A:[91]
USGS	07381695	1997-10-05 00:45	CDT	-2860	A:[91]
USGS	07381695	1997-10-05 01:00	CDT	-3610	A:[91]
USGS	07381695	1997-10-05 01:15	CDT	-3600	A:[91]
USGS	07381695	1997-10-05 01:30	CDT	-3540	A:[91]
USGS	07381695	1997-10-05 01:45	CDT	-2100	A:[91]
USGS	07381695	1997-10-05 02:00	CDT	-1890	A:[91]
USGS	07381695	1997-10-05 02:15	CDT	-1620	A:[91]
USGS	07381695	1997-10-05 02:30	CDT	-3070	A:[91]
USGS	07381695	1997-10-05 02:45	CDT	-2490	A:[91]
USGS	07381695	1997-10-05 03:00	CDT	-1570	A:[91]
